,id,utm_x,utm_y,longitud,latitud
95,7035,443215,4474357,-3.66933764625351,40.4179059117179
96,7034,443138,4474374,-3.67025344719361,40.4180493075217
97,10024,443167,4473085,-3.66979396599779,40.4064416774022
98,7036,442926,4472778,-3.67259898157179,40.4036596788905
99,9841,438338,4480454,-3.72741223289441,40.4724836145478
100,9843,438099,4480455,-3.73023428407734,40.4724715878338
101,9842,438306,4480366,-3.72778303343639,40.4716837848057
102,1047,438846,4474574,-3.72085115335525,40.4195518069243
103,1046,438843,4474528,-3.72088344334887,40.4191346980239
104,6836,438804,4474410,-3.72133784940702,40.4180644023215
105,1010,438488,4474218,-3.7250433138461,40.4163123231285
106,1044,438854,4474527,-3.7207572594256,40.419124385949
107,1009,438499,4474209,-3.72490924272642,40.416233663841
108,3909,442328,4478107,-3.68012872841603,40.4516187766054
109,3910,442704,4478109,-3.67570449112669,40.4516655881381
110,3911,442535,4477944,-3.67768229804357,40.4501704343801
111,3460,443412,4478256,-3.66736231209613,40.4530371255116
112,3461,443321,4478185,-3.6684267354175,40.4523920358728
113,3912,443485,4478183,-3.66649623232636,40.4523827851162
114,3913,442557,4478270,-3.67745115195773,40.453104617895
115,3914,442614,4478104,-3.67676064970623,40.4516185756358
116,3915,442534,4478024,-3.67770082714543,40.4508872358566
117,3916,442458,4478107,-3.67860097177425,40.451633619947
118,3917,442490,4478114,-3.67822463792592,40.4516966964374
119,3918,443419,4478261,-3.66727709353987,40.4530809619693
120,3919,443487,4478170,-3.66647243580769,40.4522742940713
121,3920,443396,4478077,-3.66753269239041,40.4514273265209
122,3921,443707,4478250,-3.66388979236326,40.4530078353819
123,3922,443570,4478140,-3.66548952151846,40.45200131359
124,3923,442502,4477583,-3.67803440238758,40.44691477766
125,3924,442320,4477675,-3.6801890307997,40.4477284292019
126,3925,442015,4477449,-3.68376159061497,40.4456759385189
127,3926,442331,4478117,-3.68009432398302,40.4517117756717
128,3927,442444,4477776,-3.67873635540665,40.4486472731229
129,3928,442111,4477483,-3.68263165269247,40.4459847815258
130,3604,442545,4477791,-3.67754754828595,40.4487934912412
131,3605,443479,4478461,-3.66659062361282,40.4548919566392
132,10078,442804,4478231,-3.67453073490926,40.4527739756536
133,10076,442963,4478133,-3.67264777600102,40.4519041664411
134,10079,442814,4478002,-3.67439817367309,40.4507110933164
135,3544,437845,4473907,-3.73258755271756,40.4134682980507
136,3545,437120,4473495,-3.74109413305059,40.4096997782352
137,3542,437870,4473909,-3.73229389075898,40.4134813707008
138,1006,437527,4473735,-3.73632354344886,40.411893920686
139,6900,444605,4472830,-3.65282296854368,40.404237000548
140,6899,444606,4472820,-3.6528155770728,40.4041520237669
141,6901,444591,4472829,-3.6529831845593,40.4042334558685
142,6903,444595,4472818,-3.65294384342139,40.4041327373322
143,3606,442262,4478206,-3.68091933805558,40.452505862847
144,3930,441958,4477572,-3.68445157175972,40.4467783550979
145,3931,441820,4476939,-3.68601911773137,40.4410640050672
146,3932,441686,4475440,-3.68746505818727,40.4275546882102
147,3933,441978,4476659,-3.6841240526336,40.438552840528
148,3934,442059,4478118,-3.68330732105821,40.4517070167503
149,3935,441694,4476043,-3.68742584304659,40.4329852102569
150,3936,441332,4474550,-3.69154697769176,40.4195110440067
151,3937,441779,4476398,-3.68645202073543,40.4361929219924
152,3938,441761,4476148,-3.68663698118841,40.4339372120138
153,3939,441598,4474831,-3.68844000796663,40.4220584628914
154,3940,441604,4475215,-3.68840397772139,40.4255186306253
155,3941,441805,4476720,-3.68617693112578,40.4390922726163
156,3942,441703,4476379,-3.68734657526183,40.4360088168677
157,3943,441717,4476380,-3.68717519550758,40.4360185854771
158,3944,441741,4475864,-3.68684864655312,40.4313764871973
159,3945,441671,4475478,-3.68763597537189,40.4278899827757
160,3946,441748,4475196,-3.68671163922991,40.4253577524146
161,3798,441584,4474717,-3.68859236593961,40.4210312620902
162,3697,441794,4474665,-3.68611751751892,40.4205801927727
163,3947,441564,4474367,-3.68880191664221,40.4178752346038
164,3948,441901,4476563,-3.68503421333714,40.4376816695782
165,3578,441644,4475160,-3.68793072253055,40.4250275376413
166,4223,441514,4475082,-3.68945724977498,40.4243179145643
167,10048,442171,4478021,-3.68197641170015,40.4508379267967
168,10049,442177,4478016,-3.68190782898808,40.4507970049718
169,10050,442203,4477926,-3.68158973957016,40.4499856598826
170,10812,441747,4475192,-3.68672167479408,40.4253219273726
171,10018,441314,4474549,-3.69175855080026,40.4195012649462
172,1001,437146,4473498,-3.74078577959832,40.4097291910074
173,1002,436892,4473312,-3.74375951653097,40.4080296789454
174,1003,436630,4473180,-3.74683415991325,40.4068243015429
175,6904,444978,4472394,-3.64838868147728,40.4003350239164
176,6905,444972,4472393,-3.64846389055776,40.4003250076212
177,6906,444969,4472388,-3.64849698962594,40.4002864409749
178,3950,442664,4476395,-3.67601285954129,40.4362215945275
179,9894,441872,4475024,-3.68523036513497,40.4238224300742
180,3952,442449,4477135,-3.67862084820446,40.4428735105375
181,3953,442550,4477034,-3.67742476528341,40.4419715975188
182,3954,442430,4476844,-3.67881274721416,40.4402541416515
183,10606,442067,4476657,-3.68308029897719,40.4385398354795
184,4224,442394,4476383,-3.67919806565843,40.4360931078151
185,4225,441951,4476565,-3.68443764843504,40.4377068221889
186,3956,442089,4476887,-3.68284685935483,40.4406114802534
187,9893,441949,4474911,-3.6843169489796,40.4228092417714
188,3958,442404,4476630,-3.67910099691407,40.4383239720359
189,3757,442038,4476174,-3.68337955691557,40.4341935995873
190,3959,442051,4476404,-3.68324956522502,40.4362655025405
191,3960,442012,4476569,-3.6837239093381,40.4377485343977
192,3720,441963,4475054,-3.68415748969854,40.4240915287305
193,9890,441978,4475348,-3.6840142173171,40.4267426222716
194,3961,442135,4476751,-3.68228659510473,40.4393976722494
195,3497,442029,4476683,-3.68353246040986,40.4387703804173
196,3434,442072,4476602,-3.68301834783908,40.4380443527976
197,3435,442090,4476551,-3.68279738823662,40.4375915170201
198,3962,442121,4476026,-3.68238039515811,40.4328599026597
199,3963,441882,4476025,-3.68520909333848,40.4328360080012
200,3964,442017,4475893,-3.68359880154853,40.4316540529982
201,3965,441998,4475622,-3.68380241374166,40.4292143637231
202,3966,442224,4476836,-3.68125088754616,40.4401703684575
203,3967,442163,4476556,-3.68193369454165,40.4376408900171
204,3968,442426,4476526,-3.67883849229947,40.437383024091
205,3969,442477,4476532,-3.67822881352017,40.4374416693878
206,3970,442466,4476609,-3.67836723025934,40.4381340918482
207,3971,441851,4476273,-3.68559342491354,40.4350712400041
208,3972,441965,4476260,-3.68424879094363,40.4349630481405
209,3973,442421,4476890,-3.67892197803178,40.440662996538
210,3974,442522,4476579,-3.67771118492441,40.4378724603545
211,3975,442407,4476560,-3.67905866613361,40.4376946780681
212,3976,442307,4476819,-3.68026857297625,40.4400194730467
213,3977,442361,4476785,-3.67962515842915,40.439717678582
214,3978,442407,4476951,-3.67909729520949,40.4412161592519
215,3979,441818,4475757,-3.6859301102967,40.4304145119815
216,3980,441929,4475747,-3.68462318370131,40.4303327596788
217,3981,442061,4476402,-3.68313070376786,40.4362428852985
218,3982,442056,4476402,-3.68319060937452,40.4362407094515
219,4014,441907,4475307,-3.684840344358,40.4263740967538
220,9892,442047,4476303,-3.68327903665935,40.4353563698189
221,3949,442016,4477196,-3.68373324459304,40.4433976485901
222,3951,442238,4476937,-3.681088982451,40.4410725159087
223,10607,442081,4476841,-3.68293011037309,40.4401993418561
224,3957,442206,4476950,-3.68146749296485,40.4411928785666
225,9895,442071,4477143,-3.68307605295142,40.4429223362504
226,10685,442334,4476893,-3.67995154731483,40.4406853571139
227,3992,442654,4476381,-3.67613141518301,40.4360970842202
228,3993,443052,4475843,-3.67138883427678,40.4312740436646
229,3994,442693,4475290,-3.67558007519407,40.426269904565
230,3995,442870,4476127,-3.67356576319962,40.4338211604945
231,3607,442891,4476074,-3.6733139063179,40.4333510838014
232,3608,443039,4476058,-3.67156950248041,40.433215621403
233,3996,442885,4475957,-3.67336800898584,40.4322975809099
234,3579,442744,4476074,-3.67504782050138,40.433338399378
235,3997,442733,4475835,-3.67515774077952,40.4311876990369
236,3612,442726,4475804,-3.67523107454489,40.430900531046
237,3613,442714,4475570,-3.67535390041617,40.4287960644127
238,3998,442626,4475696,-3.67640793849127,40.429926175882
239,3999,442844,4475684,-3.67383582098569,40.4298339189208
240,4000,442989,4475672,-3.67212257352481,40.429728344796
241,4001,442866,4475972,-3.67360361036728,40.4324229680596
242,10013,443045,4475835,-3.67147166083553,40.431206459981
243,10192,442747,4476158,-3.67501323504956,40.4340939432704
244,10193,442752,4476157,-3.67496047099497,40.4340848593326
245,4002,442464,4475137,-3.67826705603239,40.4248808509668
246,4003,442306,4475260,-3.6801333422201,40.4259724358807
247,4004,442280,4476238,-3.68052886647142,40.4347787562034
248,4005,442512,4475712,-3.67775350308927,40.4300582796839
249,4006,442504,4475704,-3.67783852336404,40.4299901346503
250,5081,442383,4476351,-3.67932676181205,40.4358044885274
251,4008,442373,4476216,-3.679427168985,40.4345930274812
252,4009,442359,4475875,-3.67956726048191,40.4315175091486
253,4010,442348,4475853,-3.67969524920354,40.4313167499437
254,4011,442339,4475598,-3.67977626883306,40.4290210289434
255,4012,442137,4476253,-3.68221464644864,40.4349092859051
256,4013,442495,4476226,-3.67799010576958,40.4346911863663
257,7037,442072,4475171,-3.68289099686099,40.4251535149547
258,4015,442208,4475156,-3.68128480553524,40.4250324131808
259,5082,442419,4475146,-3.6787897825683,40.4249511794721
260,4016,442125,4475734,-3.68231407300362,40.4302296835557
261,4017,442104,4475738,-3.68256326647983,40.4302628582983
262,10098,442387,4476259,-3.67927403153153,40.434977052765
263,10099,442370,4476137,-3.67945653470357,40.4338781667933
264,10100,442354,4475845,-3.67961782933052,40.4312448391698
265,10101,442324,4475416,-3.67993944654674,40.4273765188519
266,10102,442312,4475297,-3.6800727274119,40.4263056927405
267,10170,442389,4476396,-3.67926540781908,40.4362168999108
268,1048,443651,4473389,-3.66411083924741,40.4092101059604
269,6907,443689,4473095,-3.66364083320308,40.4065667388072
270,6897,443433,4472850,-3.66663347487215,40.4043366502063
271,1050,443507,4472780,-3.66575272683063,40.4037178292586
272,6896,443601,4472877,-3.66465684345862,40.4045972972115
273,4018,443937,4475954,-3.66096583329576,40.4323350418362
274,4019,443994,4475730,-3.66028061945904,40.4303195969202
275,7109,444067,4475871,-3.65943479236331,40.4315944927745
276,3753,442939,4475284,-3.67267461217112,40.4262328460393
277,4021,442471,4475000,-3.6781656430996,40.4236451200692
278,4022,442206,4474750,-3.68127128642535,40.4213772110144
279,4023,443169,4475622,-3.66999334351557,40.4292970325832
280,4024,442695,4475384,-3.67556296253758,40.427116021079
281,4025,443771,4475791,-3.66291240214579,40.4308545421348
282,4026,442200,4474755,-3.68133898135108,40.4214198340098
283,4027,442026,4474726,-3.68338794361065,40.4211446956205
284,4028,442159,4474833,-3.68182562122249,40.4221139181219
285,4029,442397,4474966,-3.67903946817427,40.4233313845817
286,4030,443332,4475638,-3.6680688519702,40.4294497747004
287,4031,443466,4475611,-3.66649379554405,40.4292174043987
288,4032,443391,4475557,-3.66737047284207,40.4287252691964
289,4033,443305,4475373,-3.66836443943206,40.4270580092462
290,4034,443135,4475398,-3.67037229158932,40.4272714078733
291,4035,443163,4475423,-3.67004191245884,40.4275027562573
292,3616,443174,4475659,-3.66993593798519,40.4296277134231
293,4036,443519,4475637,-3.66586449049662,40.429454666579
294,4037,443665,4475830,-3.66416148328356,40.4312012326321
295,7038,443792,4475819,-3.66266987095232,40.4311087229303
296,4039,442933,4475110,-3.67273371629327,40.4246640726759
297,4040,443095,4475093,-3.67081892760043,40.4245198537924
298,4041,442665,4474946,-3.67587897720317,40.4231721625565
299,4042,442665,4474878,-3.67587132737107,40.4225612272633
300,4043,442297,4475013,-3.68021898879256,40.4237516299769
301,4044,442313,4474993,-3.68002421503225,40.4235691100293
302,4045,442287,4474988,-3.68033429271479,40.4235259002686
303,4046,442934,4474927,-3.67270236080015,40.4230167951056
304,4047,442927,4474953,-3.67279026340944,40.4232478317642
305,4048,442020,4474711,-3.68345711513287,40.4210109627321
306,9888,442207,4475003,-3.68128014605133,40.4236476985772
307,10103,442291,4475013,-3.68029544696768,40.423751942449
308,1052,443436,4472776,-3.66658885112785,40.4036741890673
309,6898,443529,4472983,-3.66552182063701,40.4055433573117
310,1049,443456,4472792,-3.6663574776432,40.4038231291553
311,4052,442776,4474760,-3.67454880608323,40.4214985058757
312,4053,442506,4474778,-3.67773489329374,40.4216469904522
313,4054,442347,4474676,-3.6795958733443,40.4207119277596
314,4055,442538,4474770,-3.67735470166749,40.4215719156923
315,4057,442715,4474404,-3.67523426481425,40.418293008102
316,4058,442580,4474396,-3.67683169095101,40.4182089316057
317,10093,442625,4474354,-3.67629518815715,40.4178335655139
318,4060,442552,4473876,-3.67710653719806,40.4135218703595
319,4061,442477,4473362,-3.67795113023482,40.4088853705034
320,4062,442799,4473601,-3.67417115519017,40.4110656593415
321,3462,442579,4473526,-3.67676342547428,40.4103749179328
322,4064,442636,4474521,-3.67618320178212,40.4193357883081
323,3609,442579,4473755,-3.67677611120181,40.4124352660308
324,3610,442584,4473756,-3.67672783513054,40.4124437941968
325,4066,442612,4473678,-3.67638883770319,40.4117400189322
326,4067,442648,4474656,-3.67605349342928,40.4205534796912
327,4068,442324,4474725,-3.67987739170182,40.4211597821675
328,4070,442791,4474778,-3.67436925977741,40.4216671172725
329,4071,442306,4474800,-3.68008829218404,40.4218334449115
330,4073,442406,4474807,-3.67890960419206,40.4219012517461
331,4074,442403,4474754,-3.67894646718776,40.4214199817475
332,4075,442994,4474744,-3.67197967922675,40.421377699754
333,4076,442817,4474749,-3.67406783431638,40.421405065187
334,4077,442919,4474718,-3.67285822712698,40.4211305308428
335,3764,442621,4474280,-3.67633497533068,40.4171675447777
336,7054,442954,4474387,-3.67241630724101,40.4181558889209
337,7055,442832,4474378,-3.67385916124439,40.4180633637309
338,7053,442889,4474309,-3.673179334495,40.4174510749861
339,10080,442482,4474178,-3.67796016974448,40.4162347930054
340,10081,442522,4474256,-3.67749322676066,40.4169418632818
341,10082,442423,4474350,-3.67866946722999,40.4177840862996
342,10083,442614,4474154,-3.67640401334029,40.4160280199649
343,10085,442716,4474256,-3.67521357983111,40.4169622535745
344,10084,442572,4474269,-3.67690817589668,40.4170623912072
345,6893,443180,4472230,-3.66956422646867,40.3987394758629
346,6891,442866,4471840,-3.67322703878986,40.3952049003526
347,6894,443216,4472207,-3.66913797713404,40.3985380953565
348,6892,442820,4471646,-3.67375073091845,40.393451110889
349,4078,441146,4471461,-3.69345364096669,40.3916726313824
350,4079,441149,4471306,-3.69340587856263,40.390273150707
351,4080,440998,4471235,-3.69517539475356,40.389619278792
352,4081,440885,4471294,-3.69652242669068,40.3901458528308
353,4082,440906,4471499,-3.6962905425251,40.3919913084597
354,3727,440732,4471874,-3.69837933253168,40.3953563724401
355,4083,440740,4471860,-3.69828133772764,40.3952349107164
356,3728,440875,4471716,-3.69667123191863,40.393945106505
357,3614,440635,4471766,-3.69950622414464,40.3943820494588
358,3615,440761,4472143,-3.69806161759771,40.3977899750811
359,4084,440768,4472136,-3.69796915719595,40.3977232677084
360,4085,440683,4472002,-3.69896399575838,40.3965127178474
361,5095,440800,4472249,-3.69760860049749,40.398746155562
362,5096,440828,4472143,-3.69727046522912,40.3977902977997
363,4086,440761,4472295,-3.69807521625988,40.3991509934742
364,4087,440857,4472104,-3.69691670614091,40.3974373375607
365,4088,440948,4471979,-3.69584122556635,40.396320227044
366,4089,440836,4471988,-3.69715712472563,40.3963987055496
367,4090,440879,4472045,-3.69666335395619,40.3969139020565
368,4091,440907,4472010,-3.69632832688217,40.3965957932052
369,4092,440898,4472203,-3.69644535821803,40.3983357654026
370,4093,441224,4471494,-3.69253727557076,40.3919738142276
371,4094,441213,4471376,-3.69265844375883,40.390912449588
372,4095,441210,4471367,-3.69269074581149,40.3908293295544
373,4096,441250,4471278,-3.69221983100917,40.3900282406695
374,4097,441302,4471168,-3.69159039109825,40.389041216719
375,4121,441109,4471610,-3.69390471037039,40.3930089732841
376,4099,441354,4471041,-3.69097221135448,40.3879007740292
377,4100,441157,4471290,-3.69331748074494,40.3901282720719
378,4101,441202,4471372,-3.69278842269836,40.3908745901207
379,4102,441418,4471034,-3.69021412378433,40.3878455301958
380,4103,441377,4470977,-3.69068848773351,40.387325679877
381,4104,441341,4471050,-3.69112175650563,40.3879794361764
382,5097,441482,4470976,-3.6894563588144,40.3873274931372
383,4105,441470,4470861,-3.68958697832774,40.3862829169128
384,3582,441599,4470787,-3.68806115602366,40.3856263742667
385,4106,441605,4470679,-3.68797858835103,40.384657215348
386,4107,441488,4470701,-3.6893569751145,40.3848510704156
387,4108,441494,4470799,-3.68929537271827,40.3857270753342
388,4109,441282,4471581,-3.69186378645883,40.3927611309392
389,4232,441432,4471235,-3.69006570137829,40.3896577773405
390,10409,440910,4471505,-3.69624638979618,40.3920537820685
391,4098,441295,4471168,-3.69167365471825,40.389045002579
392,6878,442382,4471399,-3.67889446285072,40.3912015581936
393,6895,442222,4471790,-3.6808093552441,40.3947067711598
394,6887,441551,4471043,-3.68865048936731,40.3879342531592
395,6886,441566,4471055,-3.68847171200786,40.3880408655966
396,6879,442451,4471423,-3.67807360332856,40.391415225466
397,4110,441160,4472980,-3.69343210580789,40.40535690942
398,4111,441040,4472853,-3.69484088978588,40.4042029083115
399,4112,441138,4472753,-3.69366785150257,40.4033059270032
400,3729,441106,4472724,-3.69404627831981,40.4030468522437
401,4113,441112,4472504,-3.69395417225718,40.4010617531516
402,4114,440965,4472485,-3.69568192676029,40.4008835982391
403,4115,441088,4472233,-3.69420811008174,40.3986202925117
404,4116,441078,4472117,-3.69432357143947,40.3975749704643
405,4117,440985,4472228,-3.695424170247,40.3985647986569
406,4118,441150,4471960,-3.6934541822846,40.3961653835857
407,4119,441049,4471854,-3.69463249285416,40.395201784843
408,4120,441174,4471739,-3.69315372333092,40.39418001781
409,4122,441022,4471548,-3.69493057262959,40.3924460679215
410,4123,440940,4471722,-3.6959128403922,40.3940049195549
411,4124,440964,4471882,-3.69563910356744,40.3954465972213
412,4125,440991,4471850,-3.6953255793464,40.3951632477213
413,10923,442564,4471642,-3.67677135546077,40.3934036222087
414,10921,442716,4471808,-3.67498702933927,40.3949080694166
415,10922,442569,4471787,-3.67671763680449,40.3947033252706
416,10927,442008,4471637,-3.68331823601003,40.3933113811068
417,10925,442150,4471749,-3.68165495607969,40.3943324907604
418,10924,442132,4471561,-3.68185124177736,40.3926417400096
419,10926,442004,4471741,-3.68337875709901,40.3942539487884
420,10814,441625,4472307,-3.6878959883909,40.3993269187829
421,4142,442040,4471702,-3.68294815306496,40.3939047836323
422,4143,442082,4471657,-3.68245308689482,40.3934999264273
423,4144,441389,4472797,-3.69072340775018,40.4037251235393
424,4145,441500,4472691,-3.6894008587424,40.4027782096158
425,4146,441375,4472588,-3.69086511661227,40.4018421206352
426,4147,441362,4472703,-3.69102704116909,40.4028758542821
427,4148,441266,4472802,-3.69217068216731,40.4037553988894
428,4149,441247,4472713,-3.6923778102811,40.4029514220846
429,4150,441359,4472439,-3.69103341507115,40.4004950018853
430,4151,441279,4472406,-3.69197808900927,40.40019112141
431,6877,441848,4471189,-3.68515794571074,40.3892645093772
432,6875,441405,4471219,-3.69037878784499,40.3895046223182
433,6876,441862,4471142,-3.68499395595712,40.388850760747
434,6874,441363,4471185,-3.69087551722588,40.3892017316548
435,4155,441542,4474211,-3.68904104612264,40.4164686512777
436,3758,441478,4474309,-3.689813185668,40.4173514352942
437,3759,441553,4474146,-3.68891490998184,40.4158871696408
438,3523,441556,4474129,-3.68886869545745,40.4157298807288
439,4156,441462,4474058,-3.68997320258897,40.4150892172257
440,4157,441446,4474089,-3.69016794907998,40.4153674325301
441,4158,441554,4473973,-3.6888808598972,40.4143241897978
442,4159,441559,4473958,-3.68881736012061,40.4141962511411
443,3653,441550,4473866,-3.68891987412189,40.413359390641
444,3683,441449,4473932,-3.69011797367169,40.4139514304379
445,3654,441565,4473698,-3.68872240378811,40.4118527103116
446,4160,441448,4473796,-3.69011722406968,40.4127252979639
447,4161,441554,4473595,-3.68884935502567,40.4109201021269
448,4162,441575,4473355,-3.688580934541,40.4087651412979
449,4163,441564,4473295,-3.68869748044708,40.4082207119695
450,4164,441682,4473115,-3.68729240519771,40.4066076286832
451,4165,441774,4473040,-3.68620710386909,40.4059338669074
452,4166,441594,4473105,-3.68833194446261,40.4065142800362
453,3463,441455,4473262,-3.68997783636249,40.4079186422748
454,3464,441446,4473253,-3.6900871889641,40.4078353860062
455,4167,440280,4472026,-3.70371586204603,40.3966956738849
456,4168,440278,4472019,-3.70373998145267,40.3966330942371
457,4169,440184,4472021,-3.70484378815026,40.3966416767276
458,4170,440983,4474122,-3.69562783396256,40.4156300815821
459,7041,441102,4474303,-3.69424023644407,40.4172664922218
460,4172,441265,4474172,-3.69230380156504,40.416101027873
461,4173,441208,4473809,-3.69294154170224,40.4128300261473
462,3691,441185,4473724,-3.6932066189277,40.4120617913822
463,3718,441402,4473260,-3.69061287867823,40.4078905050551
464,3719,441075,4473097,-3.69444683399308,40.4064054941281
465,4174,441080,4473094,-3.69438098083422,40.4063743813915
466,4175,441084,4473092,-3.6943365817229,40.4063554521399
467,4176,441036,4472982,-3.69489566645449,40.4053615915009
468,4177,440982,4472994,-3.69552842422092,40.4054723560349
469,4178,440960,4472852,-3.69577552533359,40.4041859144359
470,4179,440900,4472836,-3.69648689128354,40.4040365294859
471,3692,440852,4472945,-3.6970587657518,40.4050162968032
472,4180,440735,4472502,-3.69839251982061,40.4010221466481
473,4181,440699,4472392,-3.69881145355644,40.4000271300657
474,4182,440619,4472452,-3.69976104544736,40.4005609746373
475,4183,440121,4471703,-3.7055524036973,40.3937800595613
476,4184,440345,4472039,-3.70295409115312,40.3968175625872
477,4185,440368,4472215,-3.70270033610862,40.3984062648479
478,4186,440945,4472691,-3.69594310132275,40.4027350239817
479,4187,440927,4472739,-3.69615977265499,40.4031713052405
480,3585,440990,4472607,-3.69540773726671,40.4019848835197
481,3586,440937,4472606,-3.69603075433064,40.401968703419
482,4188,440842,4472619,-3.69714412992241,40.4020811938348
